TF,Target
NR4A1,LPAR1
NR4A1,LPP
NR4A1,PARVB
NR4A1,RERE
NR4A1,RNF220
NR4A1,SERPINE1
NR4A1,SH3KBP1
NR4A1,SIK3
NR4A1,SMAD7
NR4A1,SMAP2
NR4A1,STK40
NR4A1,TBC1D14
NR4A1,TG
NR4A1,WBP1L
NR4A1,ZBTB20
NR4A1,ZHX3
NR4A1,ZMYND8
NR5A2,ABCG2
NR5A2,BAHCC1
NR5A2,BMPER
NR5A2,C1QTNF6
NR5A2,CD276
NR5A2,CYP11A1
NR5A2,CYP7A1
NR5A2,DNM2
NR5A2,F11R
NR5A2,FAM160A1
NR5A2,FCN2
NR5A2,FGD5
NR5A2,KCNB1
NR5A2,KRT18
NR5A2,MAP3K14
NR5A2,MYO10
NR5A2,MYO1B
NR5A2,MYO5C
NR5A2,PKP4
NR5A2,PLEKHF1
NR5A2,PPM1D
NR5A2,PRKCH
NR5A2,RARA
NR5A2,RPGR
NR5A2,SCNN1B
NR5A2,SYTL2
NR5A2,TBC1D30
NR5A2,TXNRD1
NR5A2,VDR
NR5A2,XPNPEP1
NR5A2,ZMYND8
NRF1,ACIN1
NRF1,ARMC6
NRF1,ARRDC3
NRF1,B9D1
NRF1,BRF1
NRF1,CBX5
NRF1,CIC
NRF1,CLASP1
NRF1,DEDD2
NRF1,DGKQ
NRF1,DIDO1
NRF1,EHMT1
NRF1,EIF4ENIF1
NRF1,FADS1
NRF1,FADS2
NRF1,FAM182B
NRF1,FAM222B
NRF1,FBXL15
NRF1,GET1
NRF1,GRK5
NRF1,GTF2I
NRF1,HIRA
NRF1,ING1
NRF1,ITGAE
NRF1,KCTD2
NRF1,KIAA2026
NRF1,LIG4
NRF1,LUC7L2
NRF1,MAFG
NRF1,MEPCE
NRF1,MIB1
NRF1,MIB2
NRF1,MRPL34
NRF1,MRPL36
NRF1,MYL5
NRF1,NADK
NRF1,NARF
NRF1,NELFA
NRF1,PACS2
NRF1,PAICS
NRF1,PCIF1
NRF1,PER1
NRF1,PKIB
NRF1,PKMYT1
NRF1,POLR2B
NRF1,PPAT
NRF1,PSD
NRF1,PTTG1IP
NRF1,PUDP
NRF1,RSPH14
NRF1,RSRP1
NRF1,RUBCN
NRF1,SERP1
NRF1,SF1
NRF1,SIN3A
NRF1,SIX5
NRF1,SOS1
NRF1,SSH2
NRF1,SUGP2
NRF1,TBCB
NRF1,TCAIM
NRF1,TEF
NRF1,TMEM104
NRF1,TOB2
NRF1,TRAPPC3
NRF1,U2AF2
NRF1,UIMC1
NRF1,WDR12
NRF1,ZBTB17
NRF1,ZBTB4
NRF1,ZCWPW1
NRF1,ZNF263
ONECUT1,ACSS3
ONECUT1,AK4
ONECUT1,AKAP7
ONECUT1,ALDH1A1
ONECUT1,ANK3
ONECUT1,ARAP2
ONECUT1,ARID5B
ONECUT1,ARPP21
ONECUT1,BBX
ONECUT1,BNC2
ONECUT1,CACNA2D1
ONECUT1,CADM1
ONECUT1,CCDC178
ONECUT1,CHST9
ONECUT1,CPED1
ONECUT1,CSMD3
ONECUT1,DCDC1
ONECUT1,DIAPH3
ONECUT1,DNAH14
ONECUT1,DYRK1A
ONECUT1,EIF3E
ONECUT1,EIF4G3
ONECUT1,ESR1
ONECUT1,EXOC4
ONECUT1,EYS
ONECUT1,GRIP1
ONECUT1,HMCN1
ONECUT1,HNF4G
ONECUT1,IKZF2
ONECUT1,IQGAP2
ONECUT1,ITSN1
ONECUT1,KIAA1109
ONECUT1,KIAA1217
ONECUT1,MACF1
ONECUT1,MLIP
ONECUT1,MYLK
ONECUT1,NRXN1
ONECUT1,OLFM3
ONECUT1,PDE4B
ONECUT1,PLEKHA5
ONECUT1,RAPGEF4
ONECUT1,RAPGEF5
ONECUT1,RAPGEF6
ONECUT1,ROBO1
ONECUT1,SOX2
ONECUT1,SOX5
ONECUT1,SPIDR
ONECUT1,SYNE2
ONECUT1,TENM4
ONECUT1,TMCO5A
ONECUT1,UBR3
ONECUT1,UNC13C
ONECUT1,UNC5D
ONECUT1,WWC2
OTX2,ADAMTS18
OTX2,ARHGAP15
OTX2,CREB5
OTX2,DCLK1
OTX2,DDX60L
OTX2,DENND1A
OTX2,DIAPH3
OTX2,ENPP2
OTX2,EXPH5
OTX2,FRYL
OTX2,ITGA1
OTX2,MACF1
OTX2,MBNL2
OTX2,MEF2C
OTX2,MYO1E
OTX2,NBEA
OTX2,PDE1A
OTX2,SYNE1
OTX2,TBC1D5
OTX2,TMCO5A
OTX2,TRPC4
OTX2,TULP4
OTX2,XIRP2
PAX5,ABR
PAX5,AKNA
PAX5,APBB2
PAX5,ARHGAP45
PAX5,BCL11A
PAX5,CD22
PAX5,CD70
PAX5,CIRBP
PAX5,CORO1A
PAX5,DUSP10
PAX5,FCHO1
PAX5,GPER1
PAX5,GRAMD4
PAX5,IRF4
PAX5,IRF8
PAX5,KLF13
PAX5,KLHDC4
PAX5,LONP1
PAX5,MACF1
PAX5,MAD1L1
PAX5,MED15
PAX5,MGAT1
PAX5,MICAL3
PAX5,MX2
PAX5,NCOR2
PAX5,NR4A1
PAX5,PER1
PAX5,PIK3R5
PAX5,POU2AF1
PAX5,RAC2
PAX5,RAD51B
PAX5,RGS12
PAX5,RHOH
PAX5,RIPOR1
PAX5,RUNX3
PAX5,RYR1
PAX5,SMAD3
PAX5,SMAD7
PAX5,SMARCA4
PAX5,SNX8
PAX5,SP140
PAX5,TBC1D14
PAX5,TCF7
PAX5,WNT10A
PAX5,ZC3H12D
PAX5,ZMIZ1
PAX6,ADD3
PAX6,DOCK10
PAX6,FRMD5
PAX6,GCG
PAX6,GLIS3
PAX6,HDAC9
PAX6,HIVEP3
PAX6,HMGA1
PAX6,ITGB5
PAX6,KCTD1
PAX6,LPP
PAX6,MID1
PAX6,MYOZ3
PAX6,PBX1
PAX6,PDLIM5
PAX6,PIGQ
PAX6,PLCB1
PAX6,PTPRB
PAX6,RARB
PAX6,RASSF8
PAX6,RHO
PAX6,SEMA3C
PAX6,SHROOM3
PAX6,SNAP47
PAX6,VGLL4
PAX6,VPS13D
PAX6,ZBTB20
PAX6,ZFAND5
PAX6,ZNF608
PBX2,ANKRD11
PBX2,ARHGAP6
PBX2,ARHGEF1
PBX2,ARHGEF2
PBX2,BCOR
PBX2,CDYL
PBX2,CREBBP
PBX2,DENND2B
PBX2,DLG1
PBX2,DNM2
PBX2,DYRK1A
PBX2,DYSF
PBX2,FOXP1
PBX2,FYN
PBX2,GALNT2
PBX2,GARNL3
PBX2,GTDC1
PBX2,HIP1
PBX2,HOXB3
PBX2,JARID2
PBX2,KDM2B
PBX2,KIAA0513
PBX2,KSR1
PBX2,MAPKAP1
PBX2,MBNL2
PBX2,MEIS1
PBX2,MITF
PBX2,MSI2
PBX2,NAV2
PBX2,NBAS
PBX2,NFASC
PBX2,PACSIN2
PBX2,PIK3C2B
PBX2,PIK3R1
PBX2,PLCG2
PBX2,PRKCB
PBX2,RARA
PBX2,SEPTIN9
PBX2,SLC25A25
PBX2,SOX6
PBX2,TACC1
PBX2,TIAM2
PBX2,TLE3
PBX2,ZFPM2
PBX3,AKAP6
PBX3,APBB2
PBX3,ATXN1
PBX3,BBX
PBX3,CACNA2D1
PBX3,CCDC97
PBX3,CD226
PBX3,CHN1
PBX3,COL21A1
PBX3,CSNK1D
PBX3,DAAM1
PBX3,DMD
PBX3,ERGIC1
PBX3,FAM110B
PBX3,FLNA
PBX3,FNDC3B
PBX3,FRMD4B
PBX3,FTO
PBX3,FYN
PBX3,GALNT2
PBX3,HMCN1
PBX3,IGF1R
PBX3,INPP5A
PBX3,JARID2
PBX3,KCNMA1
PBX3,MACF1
PBX3,MACROD2
PBX3,MAP4
PBX3,MYLK
PBX3,NBEA
PBX3,PACSIN2
PBX3,PARD3
PBX3,PDE4D
PBX3,PLCB1
PBX3,PRICKLE2
PBX3,RARB
PBX3,RNF150
PBX3,RPS6KA2
PBX3,RUNX1T1
PBX3,SEC14L1
PBX3,SEPTIN9
PBX3,SLIT2
PBX3,SPATS2L
PBX3,ST7
PBX3,TIAM2
PBX3,TLE4
PBX3,TNS1
PBX3,WWC1
PBX3,ZNF385B
PBX3,ZNF407
PDX1,ARHGAP42
PDX1,ARHGEF28
PDX1,ARHGEF3
PDX1,BACH2
PDX1,BCR
PDX1,CARMIL1
PDX1,CHN2
PDX1,CMIP
PDX1,DAAM1
PDX1,DCDC1
PDX1,DMD
PDX1,DST
PDX1,DYM
PDX1,DYNC1I1
PDX1,DYRK1A
PDX1,FAM107B
PDX1,FRYL
PDX1,FTO
PDX1,GABRB3
PDX1,GLIS3
PDX1,GTDC1
PDX1,HNF4A
PDX1,ITPR2
PDX1,LHFPL2
PDX1,LMO1
PDX1,MACROD2
PDX1,MBNL2
PDX1,MTUS2
PDX1,MYT1L
PDX1,NAV2
PDX1,NBAS
PDX1,NEDD4L
PDX1,PCNX2
PDX1,PLD1
PDX1,PRKCH
PDX1,RALGAPA2
PDX1,RBFOX3
PDX1,RTN1
PDX1,RUNX1
PDX1,SLC8A1
PDX1,SORBS1
PDX1,SYNE1
PDX1,SYNE2
PDX1,TCF4
PDX1,TENM4
PDX1,USP6NL
PDX1,XXYLT1
PDX1,ZNF385D
PDX1,ZPLD1
PGR,AFF3
PGR,AHNAK
PGR,AKAP6
PGR,ALDH1A2
PGR,ANGPT1
PGR,ANK3
PGR,ANKS1B
PGR,ANO6
PGR,ARHGAP42
PGR,ARHGEF4
PGR,BRD4
PGR,CALD1
PGR,CASZ1
PGR,CHD6
PGR,CLEC16A
PGR,CPQ
PGR,CRADD
PGR,CREB3L2
PGR,CRIM1
PGR,DENND2B
PGR,DIP2C
PGR,DLG2
PGR,DST
PGR,FILIP1L
PGR,FOXP1
PGR,GALNT10
PGR,GLI3
PGR,GREB1
PGR,INPP4B
PGR,ITPR1
PGR,ITSN1
PGR,JAZF1
PGR,KCNMA1
PGR,LIMCH1
PGR,LMO7
PGR,LPP
PGR,LTBP1
PGR,MICAL2
PGR,MYCBP2
PGR,MYLK
PGR,NAALADL2
PGR,NFASC
PGR,NFIA
PGR,PALM2AKAP2
PGR,PAM
PGR,PBX1
PGR,PDZRN3
PGR,PLCB1
PGR,PTPRJ
PGR,PXYLP1
PGR,RAI1
PGR,RAPGEF4
PGR,RBMS3
PGR,RCL1
PGR,RERG
PGR,RUNX1
PGR,SH3BP5
PGR,SIPA1L1
PGR,SLC38A1
PGR,SPTBN1
PGR,STARD13
PGR,SYNE1
PGR,TACC1
PGR,TRPC6
PGR,VGLL4
PITX1,LHB
PKNOX1,AP4S1
PKNOX1,ARHGAP6
PKNOX1,ASTN2
PKNOX1,DNM2
PKNOX1,FAM13A
PKNOX1,FGD6
PKNOX1,GALNT2
PKNOX1,GATAD2A
PKNOX1,HDAC4
PKNOX1,HIP1
PKNOX1,JARID2
PKNOX1,KIAA0513
PKNOX1,LIMS1
PKNOX1,LYRM9
PKNOX1,MARCHF8
PKNOX1,MCC
PKNOX1,MCF2L2
PKNOX1,MEIS1
PKNOX1,MICAL3
PKNOX1,PRKCB
PKNOX1,RNF220
PKNOX1,RPS6KC1
PKNOX1,SEPTIN9
PKNOX1,SIL1
PKNOX1,SLC25A25
PKNOX1,SPRED2
PKNOX1,SPTB
PKNOX1,TBPL1
PKNOX1,TCF4
PKNOX1,TECR
PKNOX1,THADA
PKNOX1,TNS1
PKNOX1,TUSC3
PKNOX1,WNT3
PKNOX1,WSCD2
POU2F1,ABI3BP
POU2F1,AKR1C3
POU2F1,ALB
POU2F1,ARFGEF2
POU2F1,ATG2B
POU2F1,CDH12
POU2F1,CTNND2
POU2F1,DCDC1
POU2F1,DNAH5
POU2F1,ENPP2
POU2F1,FCHO1
POU2F1,GAPVD1
POU2F1,HNF1B
POU2F1,LPL
POU2F1,LYN
POU2F1,NAA25
POU2F1,OXR1
POU2F1,PIEZO2
POU2F1,POU2F1
POU2F1,PPFIA2
POU2F1,PTPRH
POU2F1,RABGAP1L
POU2F1,RICTOR
POU2F1,RORA
POU2F1,RPS6KC1
POU2F1,SCAPER
POU2F1,SIPA1L1
POU2F1,SLC25A36
POU2F1,TNRC6C
POU2F1,TOP1
POU2F1,TRIO
POU2F1,UGGT2
POU2F2,ABR
POU2F2,ANK1
POU2F2,ANKRD44
POU2F2,ANKS1B
POU2F2,APP
POU2F2,ARHGAP25
POU2F2,ARHGEF3
POU2F2,BBX
POU2F2,CACNB4
POU2F2,CD226
POU2F2,CDK14
POU2F2,CHD9
POU2F2,CIITA
POU2F2,COTL1
POU2F2,DLGAP4
POU2F2,DOCK10
POU2F2,DOCK2
POU2F2,DOCK9
POU2F2,DPYSL2
POU2F2,DST
POU2F2,EBF1
POU2F2,EGLN3
POU2F2,EGR2
POU2F2,EHMT1
POU2F2,GPCPD1
POU2F2,GPR15
POU2F2,GRIP1
POU2F2,GSE1
POU2F2,H2BC5
POU2F2,HIVEP3
POU2F2,ID2
POU2F2,IL21R
POU2F2,INPP4A
POU2F2,INPP5D
POU2F2,IPCEF1
POU2F2,KCNN3
POU2F2,KDM2B
POU2F2,KDM4B
POU2F2,KIAA1217
POU2F2,LAT2
POU2F2,LCP1
POU2F2,LRMP
POU2F2,MAP3K8
POU2F2,MYH9
POU2F2,NEDD4L
POU2F2,NEDD9
POU2F2,NLRC5
POU2F2,OSBPL3
POU2F2,P2RY8
POU2F2,PDZD2
POU2F2,PIK3R5
POU2F2,PIK3R6
POU2F2,PLEK
POU2F2,POU2F1
POU2F2,PREX1
POU2F2,PRKCB
POU2F2,PTPRJ
POU2F2,RABGAP1L
POU2F2,REL
POU2F2,RHBDF2
POU2F2,RHOH
POU2F2,RUNX3
POU2F2,RYR1
POU2F2,SBNO2
POU2F2,SCAPER
POU2F2,SEMA4D
POU2F2,SMAD3
POU2F2,SORBS2
POU2F2,TBXAS1
POU2F2,TCF4
POU2F2,TMC6
POU2F2,TNFAIP8
POU2F2,TNFRSF13B
POU2F2,TRAF3
POU2F2,VWA3B
POU2F2,ZCCHC2
POU2F2,ZNF532
POU3F2,KCNN3
POU4F2,ARHGAP15
POU4F2,BBX
POU4F2,CHN2
POU4F2,CNTN5
POU4F2,CTNND2
POU4F2,CUBN
POU4F2,DOCK10
POU4F2,DST
POU4F2,FAM13A
POU4F2,FOXP2
POU4F2,INPP4B
POU4F2,ITSN1
POU4F2,KCNIP4
POU4F2,MYT1L
POU4F2,NCOA1
POU4F2,NEB
POU4F2,NLGN1
POU4F2,PDE4B
POU4F2,RABGAP1L
POU4F2,ROBO1
POU4F2,SORBS2
POU4F2,SPIDR
POU4F2,STARD13
POU4F2,SYNE1
POU4F2,ZBTB20
POU4F2,ZMIZ1
POU4F2,ZNF385B
POU5F1,ADGRL2
POU5F1,ADGRV1
POU5F1,ANGPT1
POU5F1,ANK1
POU5F1,ANK2
POU5F1,ANK3
POU5F1,ANKS1B
POU5F1,BCAR3
POU5F1,BCR
POU5F1,CACNA1C
POU5F1,CADPS
POU5F1,CLASP2
POU5F1,CNTNAP2
POU5F1,COBL
POU5F1,CPNE4
POU5F1,DENND2B
POU5F1,DNMBP
POU5F1,DPYSL2
POU5F1,EBF1
POU5F1,EPB41L2
POU5F1,EPHA4
POU5F1,FAT1
POU5F1,GALNT10
POU5F1,GAS7
POU5F1,GCNT2
POU5F1,GPC6
POU5F1,GRIP1
POU5F1,IGF2BP3
POU5F1,INPP5D
POU5F1,JMJD1C
POU5F1,KIAA1217
POU5F1,KIFC3
POU5F1,LDLRAD3
POU5F1,LIMCH1
POU5F1,LRRK1
POU5F1,MACF1
POU5F1,MAGI2
POU5F1,MAP2K5
POU5F1,NAV1
POU5F1,NEDD4L
POU5F1,NRXN3
POU5F1,OSBPL10
POU5F1,PATJ
POU5F1,RABGAP1L
POU5F1,RUNX1T1
POU5F1,SASH1
POU5F1,SBF2
POU5F1,SHROOM3
POU5F1,SMAD3
POU5F1,SNRPN
POU5F1,SORBS2
POU5F1,SPATS2L
POU5F1,SPTBN1
POU5F1,STK10
POU5F1,SYNE1
POU5F1,SYNE2
POU5F1,TACC2
POU5F1,TCF4
POU5F1,TIAM2
POU5F1,TJP2
POU5F1,TMEM131L
POU5F1,TNRC6B
POU5F1,TRIM2
POU5F1,WNT5B
POU5F1,ZEB2
POU5F1,ZNF532
PPARA,ACSL3
PPARA,CPT1B
PPARA,DBI
PPARA,LIPA
PPARA,SLC25A20
PPARG,ABCB11
PPARG,ABLIM1
PPARG,ABLIM3
PPARG,ADGRF5
PPARG,APOA1
PPARG,CDKN2B
PPARG,CYP19A1
PPARG,DDX60L
PPARG,DTX4
PPARG,EBF1
PPARG,EMP1
PPARG,EPAS1
PPARG,EPS8
PPARG,FAR2
PPARG,FEZ2
PPARG,GALNT15
PPARG,GBE1
PPARG,GNG12
PPARG,HMGCS2
PPARG,IFNGR1
PPARG,IFRD1
PPARG,IGF2BP2
PPARG,ITSN1
PPARG,KALRN
PPARG,LAMA4
PPARG,LIPA
PPARG,LNX1
PPARG,LRP1
PPARG,MAOA
PPARG,MECOM
PPARG,MGLL
PPARG,MMD
PPARG,MME
PPARG,MYO1B
PPARG,NEDD4L
PPARG,NEDD9
PPARG,NNMT
PPARG,NRP1
PPARG,PALM2AKAP2
PPARG,PALMD
PPARG,PCCA
PPARG,PDE4B
PPARG,PDHA1
PPARG,PLEKHA7
PPARG,PLXNA2
PPARG,PPP3CA
PPARG,PRKCH
PPARG,PTPRM
PPARG,PXDN
PPARG,RAD51B
PPARG,RGS3
PPARG,RTN4
PPARG,SLC25A20
PPARG,SLC44A1
PPARG,SLC8A1
PPARG,TACC1
PPARG,TSPAN14
PPARG,ZEB2
PRDM1,ACSS2
PRDM1,ANO10
PRDM1,AOAH
PRDM1,APOL2
PRDM1,ARAP2
PRDM1,ARHGAP26
PRDM1,CREB1
PRDM1,CRISPLD1
PRDM1,CRYBG1
PRDM1,DLG2
PRDM1,DMD
PRDM1,ERG
PRDM1,EVI5L
PRDM1,FSTL5
PRDM1,FXR2
PRDM1,IFIT2
PRDM1,IL18
PRDM1,IL24
PRDM1,KCNK1
PRDM1,LGR4
PRDM1,LMO7
PRDM1,MBNL3
PRDM1,MECOM
PRDM1,MID1
PRDM1,MYO1E
PRDM1,NFIX
PRDM1,NR3C1
PRDM1,OLR1
PRDM1,PAQR5
PRDM1,PCNA
PRDM1,PLXNA2
PRDM1,PRKCH
PRDM1,S100A16
PRDM1,SLC37A1
PRDM1,TEAD1
PRDM1,TNFSF8
PRDM1,TNIK
PRDM1,ZFP36L1
PRDM1,ZHX1
PRDM1,ZSCAN31
PRDM14,ABCA12
PRDM14,ACTL6B
PRDM14,ADIRF
PRDM14,ALOX12
PRDM14,ANP32B
PRDM14,ANXA3
PRDM14,ARHGAP44
PRDM14,ARNTL
PRDM14,ATF7
PRDM14,ATP6V0A1
PRDM14,ATXN7L1
PRDM14,BAZ2A
PRDM14,BBS5
PRDM14,BCAT2
PRDM14,C12orf42
PRDM14,CACNG7
PRDM14,CALCB
PRDM14,CD300LG
PRDM14,CDK13
PRDM14,CDX4
PRDM14,CES1
PRDM14,CLIC5
PRDM14,CLIP4
PRDM14,COL16A1
PRDM14,COLGALT1
PRDM14,CRYBB1
PRDM14,CUZD1
PRDM14,DAB1
PRDM14,DCAF5
PRDM14,DDR1
PRDM14,DLEC1
PRDM14,DNAH5
PRDM14,DNAJC6
PRDM14,EYS
PRDM14,FAM24B
PRDM14,FOXA1
PRDM14,FOXN4
PRDM14,FREM2
PRDM14,FTO
PRDM14,FXR2
PRDM14,GATAD2B
PRDM14,GJB6
PRDM14,GLIS3
PRDM14,GPR157
PRDM14,GPR50
PRDM14,GUCY1A1
PRDM14,HCRTR1
PRDM14,HGF
PRDM14,HIVEP1
PRDM14,HNF1B
PRDM14,HOXB3
PRDM14,JDP2
PRDM14,KCNQ3
PRDM14,KLHL26
PRDM14,KLHL35
PRDM14,LAMB1
PRDM14,LLGL2
PRDM14,LRBA
PRDM14,LRRC7
PRDM14,LTBP4
PRDM14,MAGI2
PRDM14,MALL
PRDM14,MAMLD1
PRDM14,MARCHF6
PRDM14,MED12L
PRDM14,METTL7A
PRDM14,MOBP
PRDM14,MPP7
PRDM14,MS4A5
PRDM14,MSX1
PRDM14,MYO9B
PRDM14,NAALADL2
PRDM14,NASP
PRDM14,NAV3
PRDM14,NDRG2
PRDM14,NLK
PRDM14,NOSTRIN
PRDM14,NPR1
PRDM14,NRXN3
PRDM14,OXCT1
PRDM14,P2RX4
PRDM14,PANK2
PRDM14,PCDH9
PRDM14,PDCD5
PRDM14,PEMT
PRDM14,PHOX2A
PRDM14,PKM
PRDM14,PLXNA3
PRDM14,PPFIA2
PRDM14,PRPF6
PRDM14,RAP1GAP
PRDM14,RBFOX3
PRDM14,RING1
PRDM14,RTL4
PRDM14,RTN4
PRDM14,S100A6
PRDM14,SCAP
PRDM14,SDC2
PRDM14,SIRPA
PRDM14,SLC39A8
PRDM14,SLC40A1
PRDM14,SLC6A12
PRDM14,SPATS2
PRDM14,TBC1D9
PRDM14,TCEAL9
PRDM14,TMEM131L
PRDM14,TMEM273
PRDM14,TMEM62
PRDM14,TOM1L1
PRDM14,TRIM33
PRDM14,TTPA
PRDM14,UBXN10
PRDM14,UHRF2
PRDM14,WNT8A
PRDM14,YAP1
PRDM14,YPEL2
PRDM14,ZBTB14
PRDM14,ZC3H6
PRDM14,ZEB1
PRDM14,ZFP90
PRDM14,ZNF433
PRDM14,ZSCAN9
PROX1,ABCB1
PROX1,ADD3
PROX1,AFAP1L2
PROX1,ARHGAP42
PROX1,ARHGEF2
PROX1,ATP1A1
PROX1,DNM2
PROX1,FZD10
PROX1,GRIN2B
PROX1,IGF1R
PROX1,MAPKAPK3
PROX1,NEDD4L
PROX1,NRP2
PROX1,OSBPL10
PROX1,PCYT1A
PROX1,PLCB4
PROX1,PLEKHA7
PROX1,SAP30BP
PROX1,SEMA3A
PROX1,SEPTIN9
PROX1,SOX13
PROX1,SPRED2
PROX1,TNS3
PROX1,ZNF608
RARA,ANGPTL4
RARA,ANKRD11
RARA,APOA1
RARA,BANP
RARA,BCL3
RARA,BCOR
RARA,CDR2
RARA,CHSY1
RARA,CIC
RARA,CLK3
RARA,COTL1
RARA,CRTC3
RARA,DBN1
RARA,DNMT1
RARA,ECE1
RARA,ELMO1
RARA,ELMSAN1
RARA,ERF
RARA,ETS2
RARA,FERMT3
RARA,GAS7
RARA,GATAD2A
RARA,GATD3A
RARA,GNAI2
RARA,GRAMD1A
RARA,GSE1
RARA,HDAC5
RARA,HNRNPF
RARA,IGF1R
RARA,IL4R
RARA,KEAP1
RARA,KPNB1
RARA,LDLR
RARA,LPIN1
RARA,LZTS2
RARA,MAN1C1
RARA,MAP3K12
RARA,MBD6
RARA,MBNL3
RARA,MNT
RARA,MRTFA
RARA,MUC4
RARA,MYH9
RARA,MYO18A
RARA,NECAB3
RARA,NFE2L2
RARA,NOL4L
RARA,NPLOC4
RARA,PHLDB1
RARA,PITPNC1
RARA,POU5F1
RARA,PRKACA
RARA,PRKAG2
RARA,RABL6
RARA,RBMS1
RARA,RFX2
RARA,RHBDF2
RARA,RIPOR1
RARA,SEC14L1
RARA,SH2B1
RARA,SH2B3
RARA,SIGIRR
RARA,SMAD7
RARA,SPHK1
RARA,STIM2
RARA,SYTL1
RARA,TAGLN2
RARA,TFAP2A
RARA,TFEB
RARA,TLE3
RARA,TNK2
RARA,TNRC18
RARA,TNS1
RARA,TRIOBP
RARA,VGLL4
RARA,VPS13D
RARA,XXYLT1
RARB,SERPINF1
RARG,FGFR1
RARG,GREB1
RARG,MAPK1
RARG,SERPINF1
RARG,SMARCA2
RBPJ,AMPD3
RBPJ,ANKRD44
RBPJ,ARHGEF3
RBPJ,ASAP1
RBPJ,BCAT1
RBPJ,CASP8
RBPJ,CBLB
RBPJ,CDK17
RBPJ,CEP85L
RBPJ,CXCR4
RBPJ,DPYSL2
RBPJ,FAM167A
RBPJ,FCHSD2
RBPJ,FMNL2
RBPJ,FOXP1
RBPJ,GAS7
RBPJ,GNA12
RBPJ,GPATCH2L
RBPJ,GPCPD1
RBPJ,GSN
RBPJ,HES5
RBPJ,HEYL
RBPJ,IFNGR1
RBPJ,IL16
RBPJ,INPP4A
RBPJ,IRF8
RBPJ,LIMS1
RBPJ,LPP
RBPJ,LYST
RBPJ,MARCHF1
RBPJ,MKNK2
RBPJ,NIN
RBPJ,NSMCE2
RBPJ,NUMB
RBPJ,PAG1
RBPJ,PEX5L
RBPJ,PIK3AP1
RBPJ,PIP4K2A
RBPJ,PLEC
RBPJ,PMAIP1
RBPJ,RBPJ
RBPJ,RFX3
RBPJ,RUNX1
RBPJ,SEMA4D
RBPJ,SH3KBP1
RBPJ,SIPA1L1
RBPJ,SLC12A8
RBPJ,SNX25
RBPJ,TCF4
RBPJ,THADA
RBPJ,TNIP1
RBPJ,WWTR1
RBPJ,ZBTB38
REL,CXCL1
REL,CXCL2
REL,CXCL3
REL,FOXP3
RELA,ALOX5AP
RELA,ANK3
RELA,ARHGAP24
RELA,ARID1A
RELA,ATP8B4
RELA,BBC3
RELA,BCOR
RELA,BCR
RELA,BDNF
RELA,CCDC57
RELA,CHD9
RELA,COL7A1
RELA,CREB1
RELA,CSNK2A1
RELA,CSRP1
RELA,CTNNA1
RELA,CYTH1
RELA,DENND1A
RELA,DST
RELA,EHD1
RELA,ELMSAN1
RELA,ERAP1
RELA,FCHSD2
RELA,FLT1
RELA,FNDC3B
RELA,GRAMD1A
RELA,HECW2
RELA,HIVEP1
RELA,HOOK2
RELA,IL4I1
RELA,IRAK2
RELA,KDM6B
RELA,KSR1
RELA,LIMCH1
RELA,LIMS1
RELA,LITAF
RELA,MADCAM1
RELA,MAML2
RELA,MED15
RELA,MIA
RELA,MKNK2
RELA,MTSS1
RELA,MYB
RELA,MYH9
RELA,NEK6
RELA,NFKBIE
RELA,NOD2
RELA,PACSIN2
RELA,PALLD
RELA,PCBP1
RELA,PLCG2
RELA,PLLP
RELA,POLA2
RELA,PTMA
RELA,PTP4A2
RELA,RALGDS
RELA,RAPGEF4
RELA,RARA
RELA,RBMS1
RELA,RNF145
RELA,SAA1
RELA,SLC3A2
RELA,SLC9A2
RELA,SPIDR
RELA,ST3GAL2
RELA,SYNPO
RELA,TANC1
RELA,TAPBP
RELA,TBL1XR1
RELA,THOC1
RELA,TJP2
RELA,TMC1
RELA,TNS3
RELA,UBE2D3
RELA,WWTR1
RELA,ZC3H12A
RELA,ZFP36L2
RELA,ZMIZ1
RELA,ZNF438
RELB,ANKRD33B
RELB,B4GALT5
RELB,BATF3
RELB,BBC3
RELB,BCL3
RELB,CCL2
RELB,CFLAR
RELB,CLASP1
RELB,COL22A1
RELB,CSF2RB
RELB,DLGAP4
RELB,DUSP22
RELB,EMX1
RELB,EPB41L2
RELB,FAM167A
RELB,FNDC3B
RELB,GFPT2
RELB,HECW2
RELB,HIVEP1
RELB,HIVEP3
RELB,IKZF1
RELB,IL4R
RELB,KCNB2
RELB,KDM2B
RELB,LMNA
RELB,LTA
RELB,LTBP4
RELB,MAML2
RELB,MAP2K3
RELB,METTL21A
RELB,MICAL2
RELB,MIDN
RELB,MYO1C
RELB,NCF2
RELB,NEK6
RELB,NEURL3
RELB,NFKB1
RELB,NFKBIA
RELB,NOL4L
RELB,PARP12
RELB,PDE4B
RELB,PDE5A
RELB,PDZD2
RELB,PFKM
RELB,PLEC
RELB,RASGRP1
RELB,RPS6KA1
RELB,SEMA4B
RELB,SHANK2
RELB,SKIL
RELB,SLC39A14
RELB,STAT3
RELB,TAGLN2
RELB,TMTC2
RELB,TRPV3
RELB,UBE2Z
RELB,UBR5
RELB,UBTF
RELB,WNT10A
REST,ACAP3
REST,ACSL6
REST,AP3B2
REST,BARHL1
